gene,A1,A2,A3,A4,I1,I2,I3,I4,L1,L2,L3,L4,S1,S2,S3,S4
Gene375,2,2,2,1,3,3,6,8,4,1,3,0,7,6,5,7
Gene376,4,3,3,2,3,4,5,6,1,0,0,0,10,7,7,7
Gene377,1,0,0,0,0,1,3,4,1,0,3,1,2,3,3,3
Gene378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene379,0,0,0,0,0,0,1,1,0,0,2,0,1,2,0,1
Gene380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene381,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0
Gene382,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gene383,3,5,2,2,4,6,7,9,0,0,0,0,7,11,6,13
Gene384,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1
Gene385,9,10,7,9,6,6,5,5,0,0,0,0,5,3,4,5
Gene386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene387,5,7,5,4,2,6,7,10,8,3,8,6,7,8,5,6
Gene388,32,26,33,31,21,29,42,43,25,9,33,13,47,51,49,50
Gene389,32,26,33,31,21,29,42,43,25,9,33,13,47,51,49,50
Gene390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene391,10,16,15,17,36,25,21,23,25,14,21,4,24,24,25,21
Gene392,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gene393,1,1,4,2,2,8,12,11,3,0,3,0,14,14,15,9
Gene394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene395,29,29,26,28,49,49,52,50,17,7,15,7,60,64,60,50
Gene396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene398,1,0,1,1,1,2,1,1,1,3,0,3,0,1,2,2
Gene399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene400,0,0,1,2,2,2,7,7,2,0,3,0,7,4,7,4
Gene401,0,0,0,1,2,0,2,1,0,0,0,0,1,0,2,3
Gene402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene403,1,1,2,0,1,1,0,0,0,1,0,0,0,1,0,0
Gene404,14,15,15,18,19,16,20,21,19,13,30,14,20,19,17,18
Gene405,13,12,12,11,11,18,20,20,19,12,30,15,18,19,16,16
Gene406,4,6,6,4,5,8,10,11,3,1,4,1,8,9,8,8
Gene407,2,0,2,0,4,8,8,7,9,0,9,0,12,7,12,9
Gene408,6,8,5,9,16,6,6,8,0,1,2,0,3,5,0,5
Gene409,15,17,9,11,9,18,14,21,7,2,16,7,18,15,10,18
Gene410,5,5,13,13,16,4,5,0,0,4,0,0,2,5,7,0
Gene411,20,21,20,15,11,19,30,27,2,3,8,0,30,30,32,36
Gene412,10,11,12,12,12,14,14,15,5,3,6,0,13,15,13,14
Gene413,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Gene414,0,1,0,0,2,1,1,1,0,0,0,0,2,1,1,4
Gene415,6,8,7,8,13,15,21,24,10,3,12,1,20,19,19,17
Gene416,6,2,5,3,9,18,19,14,16,0,8,0,24,28,29,19
Gene417,0,0,0,1,0,2,5,3,0,0,4,0,5,4,3,3
Gene418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene419,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene421,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gene422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene423,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1
Gene424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene425,23,15,27,29,29,27,36,38,1154,614,1328,666,45,38,47,44
Gene426,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
Gene427,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1
Gene428,3,4,4,2,8,6,10,11,10,1,12,0,9,11,12,8
Gene429,1,1,1,1,1,1,2,3,0,0,2,0,3,3,2,2
Gene430,7,8,6,7,11,10,15,12,5,7,8,8,12,10,10,12
Gene431,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
Gene432,0,0,0,0,0,1,4,5,0,0,1,0,4,5,5,4
Gene433,3,1,2,3,1,1,7,4,0,0,1,0,4,2,3,8
Gene434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene435,51,50,57,60,91,81,92,88,90,41,88,86,76,74,73,65
Gene436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene437,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0
Gene438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene439,6,8,7,10,17,19,23,23,0,0,0,0,40,41,37,52
Gene440,0,0,0,0,0,1,1,1,0,0,0,0,1,2,2,0
Gene441,11,14,13,15,27,26,27,20,5,0,2,0,22,30,30,20
Gene442,11,16,20,22,20,15,18,17,8,7,9,3,16,19,23,22
Gene443,1,1,0,1,2,4,7,6,1,0,0,0,7,5,15,6
Gene444,1,1,3,3,6,6,7,7,9,3,14,0,9,10,7,7
Gene445,46,60,49,48,76,82,73,62,105,41,72,22,65,78,69,65
Gene446,35,39,36,38,42,44,44,44,42,14,34,5,47,42,45,36
Gene447,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Gene448,13,15,11,14,12,13,10,9,1,0,2,0,10,5,7,8
Gene449,1,1,1,1,2,3,5,7,4,0,5,0,6,5,5,7
Gene450,3,3,3,7,5,3,1,0,13,12,18,13,0,1,1,0
Gene451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gene452,19,19,16,22,33,30,32,26,50,12,43,7,34,34,29,30
Gene453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene454,11,10,11,0,0,3,0,1,23,55,73,24,0,0,5,0
Gene455,27,21,30,48,31,31,43,44,96,83,807,113,33,52,49,41
Gene456,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
Gene457,4,5,4,3,7,4,8,7,2,1,3,1,4,6,4,5
Gene458,4,2,4,6,7,7,6,9,1,1,1,0,7,6,4,6
Gene459,14,12,17,19,15,19,17,23,6,2,17,9,23,21,19,28
Gene460,0,1,1,1,2,1,1,2,0,0,0,0,0,0,0,1
Gene461,4,4,5,4,2,7,13,16,1,0,2,0,18,19,20,17
Gene462,26,35,29,22,12,21,24,19,0,0,1,0,27,21,15,24
Gene463,13,16,13,14,13,15,16,16,2,0,3,2,16,15,17,15
Gene464,5,4,4,5,10,7,13,11,6,2,5,0,13,13,9,11
Gene465,1,3,2,1,6,3,7,7,2,0,3,0,9,9,10,6
Gene466,0,0,0,1,0,1,1,1,0,0,0,0,2,1,0,1
Gene467,9,8,8,10,8,5,5,5,0,0,0,0,3,2,2,2
Gene468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene469,1,1,1,1,1,1,2,3,0,0,0,0,3,2,1,3
Gene470,5,4,9,9,19,13,16,16,16,12,22,6,19,19,22,23
Gene471,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gene472,1,1,1,2,2,3,6,4,1,0,2,1,4,7,4,4
Gene473,95,93,91,78,98,139,120,112,165,73,98,100,136,143,162,141
Gene474,40,46,35,32,64,37,27,36,30,28,19,6,32,26,36,29
Gene475,6,4,8,6,8,10,8,13,15,0,16,1,8,17,14,8
Gene476,5,5,4,7,6,4,6,6,0,0,0,0,8,6,7,9
Gene477,0,0,0,0,0,0,0,1,1,2,8,0,1,1,0,2
Gene478,0,0,0,0,1,1,1,4,0,0,0,0,3,3,5,2
Gene479,62,69,65,65,91,80,78,77,37,17,30,6,82,69,77,75
Gene480,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0
Gene481,7,5,6,7,6,9,11,8,1,0,4,1,10,10,10,11
Gene482,8,12,12,12,12,11,24,23,1,1,5,0,24,25,26,30
Gene483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene484,1,2,2,1,1,2,2,2,0,0,0,0,1,1,1,1
Gene485,151,176,150,1598,124,161,154,155,111,66,192,665,1853,1554,1611,1701
Gene486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene487,12,21,7,15,8,25,25,18,9,8,10,0,32,13,9,18
Gene488,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
Gene489,1,2,3,2,8,6,4,3,0,0,0,0,8,9,9,11
Gene490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene493,0,1,0,1,5,2,2,3,2,0,1,0,2,3,1,2
Gene494,1,1,2,2,2,2,3,5,1,0,0,0,5,3,3,4
Gene495,2,2,2,2,3,4,5,8,2,0,2,1,6,5,3,6
Gene496,2,1,1,3,3,3,5,4,1,0,1,0,4,5,4,4
Gene497,2,1,3,2,2,4,6,8,5,0,6,1,3,4,5,10
Gene498,16,24,21,20,12,16,14,11,5,3,6,2,17,11,11,14
Gene499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene500,6,4,6,7,4,4,0,4,0,0,0,0,12,8,13,6
Gene501,9,11,14,12,6,14,26,20,3,0,4,0,27,33,38,27
Gene502,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Gene503,2,3,2,3,2,2,4,3,0,0,0,1,3,2,2,3
Gene504,1,1,1,2,1,0,1,1,1,1,4,1,0,1,1,0
Gene505,48,50,61,58,46,27,25,24,10,6,14,2,24,22,20,31
Gene506,0,0,0,0,0,0,0,0,3,1,6,4,0,0,0,0
Gene507,1,2,1,2,6,7,5,6,0,0,1,0,9,8,7,5
Gene508,70,84,78,78,82,77,69,61,87,54,64,43,64,72,64,70
Gene509,2,2,5,3,1,2,3,1,0,0,0,0,3,2,1,2
Gene510,311,262,305,275,191,273,273,276,215,82,259,338,210,204,219,246
Gene511,0,0,0,0,1,1,4,5,0,0,2,0,6,6,5,6
Gene512,8,12,5,15,9,13,7,10,16,5,12,1,7,11,6,6
Gene513,9,11,5,7,13,17,9,9,7,3,3,2,7,6,4,7
Gene514,0,2,0,0,0,1,5,1,0,0,0,0,1,0,0,0
Gene515,1,1,1,0,0,1,2,3,0,0,1,0,1,1,1,1
Gene516,0,0,1,1,3,1,1,0,18,12,17,13,1,0,0,1
Gene517,3,3,4,2,1,3,3,5,0,0,1,0,3,4,1,1
Gene518,3,4,3,2,5,5,5,5,0,0,0,0,5,5,3,5
Gene519,0,0,0,0,0,2,3,3,0,0,1,0,1,2,1,1
Gene520,0,1,0,1,1,0,0,1,2,2,3,4,0,0,0,1
Gene521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene522,1,1,1,2,4,2,2,3,0,0,0,0,3,3,4,4
Gene523,1,0,1,0,0,1,0,1,42,66,54,143,0,0,0,1
Gene524,1,4,3,4,5,3,2,3,12,5,14,0,2,3,1,2
Gene525,3,2,3,3,3,5,9,12,0,0,3,0,12,11,10,13
Gene526,3,6,6,7,12,9,6,6,8,4,6,0,6,7,4,4
Gene527,21,18,26,27,27,25,20,26,2,2,2,3,32,28,27,40
Gene528,5,9,6,6,9,7,8,6,0,1,1,0,10,18,16,4
Gene529,3,2,4,4,1,3,6,5,2,2,2,3,3,3,2,3
Gene530,9,10,8,7,3,2,3,3,1,1,3,3,3,2,5,3
Gene531,3,3,3,4,8,8,16,17,13,3,19,1,22,21,24,21
Gene532,2,3,2,2,1,2,2,7,39,13,37,17,1,3,0,2
Gene533,4,3,4,2,5,4,5,5,0,0,0,0,6,8,7,10
Gene534,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0
Gene535,0,1,0,0,1,1,1,1,1,0,1,0,1,2,0,0
Gene536,3,4,3,5,5,6,7,7,6,5,5,2,6,7,4,7
Gene537,5,5,7,5,6,12,18,14,1,0,4,0,18,21,15,19
Gene538,6,7,5,5,6,3,4,8,1,0,1,0,5,2,5,2
Gene539,0,0,0,0,0,1,0,1,2,1,3,1,1,0,0,0
Gene540,1,0,0,0,2,2,1,3,0,0,0,0,1,0,1,2
Gene541,1,1,1,2,2,2,5,5,0,0,2,0,7,3,5,6
Gene542,1,2,2,2,3,2,1,1,0,0,1,0,1,3,0,0
Gene543,0,0,0,0,1,0,0,0,1,1,2,3,0,0,0,0
Gene544,1,1,2,1,3,1,1,2,0,0,0,0,1,1,1,2
Gene545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene546,5,4,7,5,4,7,12,13,0,0,0,0,14,16,28,16
Gene547,3,3,1,2,2,4,3,4,32,18,26,19,6,3,5,4
Gene548,34,14,18,32,36,32,37,43,14,2,12,0,36,31,45,38
Gene549,7,16,20,16,40,21,20,19,1,3,2,0,28,24,36,24
Gene550,5,6,5,6,8,9,10,11,1,0,2,0,10,12,9,12
Gene551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene552,0,0,0,1,1,0,0,0,1,0,5,0,0,0,0,0
Gene553,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Gene554,9,11,9,10,16,19,15,14,18,5,8,1,19,19,13,17
Gene555,3,1,1,3,7,7,12,11,0,0,0,0,12,11,6,11
Gene556,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
Gene557,4,5,4,9,10,8,9,10,8,7,8,3,9,7,6,6
Gene558,0,0,0,0,0,0,0,0,26,25,15,46,0,0,0,0
Gene559,4,9,2,2,8,9,6,6,6,6,4,2,4,4,1,1
Gene560,2,3,3,4,5,4,3,3,4,3,3,0,3,3,2,2
Gene561,2,0,1,1,6,6,8,10,0,0,0,0,9,8,9,9
Gene562,11,10,9,7,9,5,6,4,0,4,1,0,7,6,3,7
Gene563,10,13,13,14,41,29,27,24,0,0,0,0,32,31,35,45
Gene564,4,3,5,4,2,4,5,6,0,0,0,0,3,3,1,3
Gene565,0,0,0,0,0,0,1,1,0,0,0,0,1,2,2,2
Gene566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene567,0,2,0,1,9,7,3,2,1,0,5,0,8,4,5,1
Gene568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene569,0,1,1,0,1,1,0,1,0,0,1,5,0,0,0,0
Gene570,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gene571,1,0,1,5,1,7,6,0,4,0,9,0,19,18,13,12
Gene572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene577,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Gene578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene586,0,0,0,0,0,0,0,0,10,2,9,12,0,0,0,0
Gene587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene591,8,12,12,11,29,20,21,19,37,12,21,13,26,29,21,20
Gene592,2,1,2,1,4,3,3,6,3,0,3,0,4,7,5,2
Gene593,6,6,6,4,3,5,6,6,0,0,0,0,8,9,8,10
Gene594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Gene595,1,1,2,2,3,2,1,2,10,3,12,1,2,3,5,1
Gene596,19,18,13,17,24,12,14,17,0,0,0,0,7,4,5,2
Gene597,68,72,77,66,55,71,73,70,24,1,21,7,80,73,88,79
Gene598,3,5,0,6,3,2,7,10,1,1,1,2,4,13,10,14
Gene599,4,1,4,7,17,19,19,18,0,0,0,0,22,26,39,22
Gene600,5209,6625,5672,5326,3177,5493,4334,3970,4128,3390,3382,4806,3601,3527,3534,3772
Gene601,29,32,34,36,62,51,43,42,9,3,10,1,42,44,48,52
Gene602,3,10,8,8,10,16,12,11,3,3,5,0,16,17,8,9
Gene603,18,14,13,17,12,18,22,21,13,4,21,4,20,20,19,18
Gene604,49,65,55,43,109,74,53,37,59,61,28,21,67,78,69,23
Gene605,16,16,11,12,17,11,13,12,5,2,4,0,4,9,10,8
Gene606,0,0,0,0,1,0,2,1,4,0,0,0,0,11,2,1
Gene607,2,0,0,1,3,1,1,1,0,0,0,0,1,2,2,1
Gene608,9,9,10,11,6,6,11,11,2,0,2,0,12,12,11,13
Gene609,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Gene610,2,0,0,1,0,3,3,4,0,0,0,0,7,7,5,7
Gene611,3,0,2,1,3,2,2,2,2,0,3,0,2,1,0,1
Gene612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene615,4,4,4,2,5,3,5,7,0,1,0,0,8,6,4,6
Gene616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene618,6,7,6,8,5,5,5,4,0,0,1,0,4,11,8,9
Gene619,2,2,2,2,4,4,7,5,2,1,4,0,6,12,11,7
Gene620,2,3,2,3,5,3,7,5,2,1,5,0,9,11,10,10
Gene621,2,3,3,3,6,4,8,15,17,2,14,0,13,10,8,13
Gene622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene623,23,38,30,35,72,50,54,54,54,33,59,22,56,54,56,45
Gene624,40,57,47,46,49,54,38,52,87,97,90,86,49,45,49,47
Gene625,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Gene626,4,6,4,5,7,7,12,13,4,1,2,0,12,13,10,11
Gene627,1,5,4,3,3,5,6,7,4,3,6,0,4,4,9,8
Gene628,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gene629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene630,0,1,0,0,0,0,1,0,15,7,14,2,0,0,0,0
Gene631,5,5,5,4,11,11,10,11,3,4,2,1,9,10,10,10
Gene632,15,23,21,13,27,21,22,18,25,12,22,14,21,22,17,15
Gene633,13,12,13,16,25,17,26,28,35,14,35,6,30,28,31,28
Gene634,0,0,1,0,1,1,0,0,17,11,20,29,0,2,1,1
Gene635,3,3,3,4,9,5,7,8,5,3,4,1,8,8,6,7
Gene636,8,11,7,9,20,12,15,15,4,3,2,0,12,12,11,10
Gene637,19,24,23,25,45,47,56,55,97,45,90,19,61,63,60,47
Gene638,370,420,367,354,434,312,227,202,393,661,239,545,217,195,166,190
Gene639,4,5,4,5,5,6,7,8,4,0,5,1,7,10,9,8
Gene640,18,24,19,23,31,40,40,37,91,24,77,2,44,51,57,49
Gene641,0,0,0,0,0,0,0,1,14,1,21,3,2,2,2,2
Gene642,7,5,4,8,7,8,11,11,12,18,19,16,10,6,12,12
Gene643,11,9,13,11,25,21,23,21,21,11,22,13,22,25,20,21
Gene644,8,10,10,11,20,15,15,11,16,18,6,10,11,14,8,6
Gene645,4,7,4,2,10,5,2,5,0,0,0,0,3,4,0,2
Gene646,21,27,26,30,36,25,33,33,6,4,10,4,37,34,36,33
Gene647,18,23,23,21,29,25,21,24,28,41,15,5,18,20,27,20
Gene648,3,3,4,4,5,9,11,10,0,0,0,0,14,15,20,17
Gene649,17,16,15,16,13,17,16,16,16,4,16,5,17,15,16,16
Gene650,17,16,15,16,13,17,16,16,16,4,16,5,17,15,16,16
Gene651,16,20,20,23,89,53,62,57,65,29,31,7,72,77,67,52
Gene652,4,3,4,5,5,6,10,9,7,2,10,2,10,10,10,8
Gene653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene654,0,1,0,0,1,2,1,2,0,0,2,0,1,2,2,0
Gene655,6,3,7,10,10,17,26,27,12,0,13,0,32,33,32,29
Gene656,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1
Gene657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene658,7,7,6,6,9,8,12,13,2,1,4,0,12,11,10,10
Gene659,5,3,4,4,7,12,21,20,12,1,13,1,22,24,23,22
Gene660,15,21,14,13,33,28,25,24,36,64,22,19,21,22,18,17
Gene661,1,2,1,4,5,5,3,6,4,4,4,0,5,3,2,2
Gene662,12,14,13,16,17,22,16,11,16,11,8,2,14,16,13,10
Gene663,1,0,0,1,2,2,3,3,1,3,2,0,3,2,2,2
Gene664,0,0,0,0,1,0,0,0,1,2,6,0,1,0,0,1
Gene665,4,5,4,3,7,7,10,11,4,2,5,1,12,13,13,11
Gene666,14,15,17,17,18,20,22,24,18,9,23,8,27,27,28,27
Gene667,14,15,17,17,18,20,22,24,18,9,23,8,27,27,28,27
Gene668,1,5,2,1,10,5,2,1,2,7,1,0,1,1,3,2
Gene669,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gene670,10,12,10,10,5,9,12,14,0,0,0,0,8,9,11,11
Gene671,14,14,13,12,12,12,17,13,0,0,0,0,15,14,16,13
Gene672,15,21,14,13,13,15,11,11,2,6,2,9,8,9,6,11
Gene673,0,0,0,0,0,2,0,4,0,0,0,0,2,1,1,0
Gene674,2,3,4,4,4,3,4,3,1,1,0,0,2,3,2,4
Gene675,12,12,11,12,11,10,12,11,8,4,11,3,9,9,11,11
Gene676,14,15,13,12,12,15,14,16,18,7,22,2,20,17,25,22
Gene677,0,0,0,0,5,2,9,3,0,0,0,0,9,9,0,4
Gene678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene682,1,1,2,1,1,1,1,2,4,5,7,4,1,0,1,2
Gene683,14,6,7,6,11,19,17,18,14,7,19,3,14,15,10,11
Gene684,15,10,12,13,16,16,10,11,2,2,7,0,3,5,7,8
Gene685,4,3,1,5,5,5,8,13,1,0,1,0,3,9,4,3
Gene686,4,3,4,4,4,9,9,8,8,1,9,0,7,7,6,7
Gene687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene688,6,7,6,9,16,12,13,12,12,4,16,0,14,14,13,13
Gene689,8,9,9,7,8,12,17,16,10,2,12,7,22,22,22,19
Gene690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene691,3,1,5,1,3,1,6,5,0,0,1,0,3,7,7,8
Gene692,0,1,0,0,5,2,3,3,0,0,0,0,2,3,1,2
Gene693,10,11,11,14,21,13,16,16,123,134,97,126,19,13,16,18
Gene694,26,29,25,20,20,20,15,14,0,0,0,0,12,6,10,12
Gene695,3,5,4,7,10,8,11,8,3,1,4,0,10,10,8,8
Gene696,69,85,83,89,137,111,78,71,112,141,58,78,89,81,80,72
Gene697,4,5,5,5,7,5,5,6,1,3,2,0,4,4,4,5
Gene698,3,5,3,3,8,7,5,6,1,0,0,0,7,6,9,10
Gene699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene700,122,133,118,96,102,122,105,112,50,43,49,48,92,86,84,90
Gene701,9,8,6,12,10,15,22,24,11,1,9,1,30,24,30,21
Gene702,6,6,8,6,5,6,9,6,0,1,4,1,4,11,10,11
Gene703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene704,0,0,0,0,0,0,1,1,0,0,0,0,0,3,1,2
Gene705,2,5,4,3,8,6,6,5,0,0,0,0,5,5,6,4
Gene706,0,0,1,1,1,2,2,2,2,3,3,3,2,1,1,1
Gene707,5,7,4,5,10,8,9,11,8,2,6,1,11,10,18,9
Gene708,4,3,7,0,4,5,1,5,0,0,0,0,6,6,2,3
Gene709,0,0,0,0,1,0,1,1,2,0,0,0,1,1,1,1
Gene710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene711,1,2,2,1,4,5,5,5,5,0,6,0,7,9,5,6
Gene712,8,6,4,5,7,10,10,8,4,4,2,0,5,9,9,3
Gene713,0,0,0,1,0,1,2,2,2,0,3,0,3,2,1,3
Gene714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene715,1,2,1,1,4,7,6,8,0,0,1,0,3,8,2,3
Gene716,73,75,67,60,84,83,80,84,81,50,63,44,97,101,114,95
Gene717,2,2,4,2,7,4,2,2,32,38,30,54,2,2,1,2
Gene718,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Gene719,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gene720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gene721,22,23,22,21,37,30,29,25,1,2,4,2,21,23,25,24
Gene722,14,7,9,8,8,15,14,12,1,0,1,0,16,13,16,17
Gene723,4,6,3,5,5,1,1,2,0,0,0,0,0,0,0,0
Gene724,31,36,33,30,55,39,25,22,64,107,30,58,26,26,22,23
Gene725,4,1,1,5,11,8,6,5,6,0,5,0,8,8,5,4
Gene726,31,42,34,36,37,31,26,29,44,40,35,33,37,29,27,34
Gene727,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1
Gene728,14,8,16,19,16,21,17,19,54,65,29,12,18,26,10,14
Gene729,3,3,4,2,3,3,1,1,8,1,8,1,8,10,6,6
Gene730,0,3,0,0,0,1,0,2,0,0,0,0,1,3,1,0
Gene731,3,3,3,2,1,3,5,6,30,9,33,20,7,6,9,9
Gene732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene733,3,2,2,2,3,6,14,15,13,3,18,3,17,20,21,20
Gene734,0,0,0,0,0,0,3,3,0,0,0,0,1,3,1,0
Gene735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene737,5,0,4,3,9,12,15,9,2,0,6,0,16,17,13,14
Gene738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene739,20,12,17,17,28,26,40,33,35,2,45,25,56,68,64,51
Gene740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene742,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Gene743,1,3,3,2,2,1,2,2,10,14,14,27,2,3,1,1
Gene744,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Gene745,0,0,0,2,0,1,1,1,1,0,0,0,0,1,0,0
Gene746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene749,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0
Gene750,0,0,0,0,0,0,0,0,4,6,5,10,2,1,1,2
